subparam,unit1,value1,unit2,value2,modelname,modelid,specifications.topparam
Forward - 3,mph,14.2,km/h,22.9,950 GC,113296,Transmission
Forward - 4,mph,22.4,km/h,36.1,950 GC,113296,Transmission
Note,,Maximum travel speed in standard vehicle with empty bucket and standard L3 tires with 760 mm (30 in) roll radius.,,Maximum travel speed in standard vehicle with empty bucket and standard L3 tires with 760 mm (30 in) roll radius.,950 GC,113296,Transmission
Reverse - 1,mph,4.5,km/h,7.3,950 GC,113296,Transmission
Reverse - 2,mph,8,km/h,12.9,950 GC,113296,Transmission
Reverse - 3,mph,14.2,km/h,22.9,950 GC,113296,Transmission
Operating Weight,lb,41554,kg,18848.6,950 GC,113296,Weights
Bucket Capacities,,2.9-4.4 m (3.75-5.75 yd),,2.9-4.4 m (3.75-5.75 yd),950 GC,113296,Buckets
Steering System - Pump Type,,Piston,,Piston,950 GC,113296,Hydraulic System
"Implement System - Maximum Pump Output At 2,390 Rpm",,68 gal/min,,68 gal/min,950 GC,113296,Hydraulic System
Implement System - Maximum Operating Pressure @ 50  +/- 1.5 L/Min (13.2 + 0.4 Gal/Min),,4047 psi,,4047 psi,950 GC,113296,Hydraulic System
Hydraulic Cycle Time - Total Cycle Time,,9.4 s,,9.4 s,950 GC,113296,Hydraulic System
Cooling System,gal,13.2,L,50,950 GC,113296,Service Refill Capacities
Crankcase,gal,4.8,L,18.2,950 GC,113296,Service Refill Capacities
Def Tank,gal,4.2,L,15.9,950 GC,113296,Service Refill Capacities
Hydraulic Tank,gal,29.6,L,112.1,950 GC,113296,Service Refill Capacities
Transmission,gal,11.9,L,45.1,950 GC,113296,Service Refill Capacities
Differential - Final Drives - Front,gal,10.6,L,40.2,950 GC,113296,Service Refill Capacities
Differential - Final Drives - Rear,gal,10,L,37.9,950 GC,113296,Service Refill Capacities
Fuel Tank Size,gal,76.6,L,290,950 GC,113296,Service Refill Capacities
Note (1),,"*Distance of 15 m (49.2 ft), moving forward in second gear ratio.",,"*Distance of 15 m (49.2 ft), moving forward in second gear ratio.",950 GC,113296,Sound
Note (2),,"**For machines in European Union countries and in countries that adopt the ""EU Directives.""",,"**For machines in European Union countries and in countries that adopt the ""EU Directives.""",950 GC,113296,Sound
Note (3),,"***European Union Directive ""2000/14/EC"" as amended by ""2005/88/EC.""",,"***European Union Directive ""2000/14/EC"" as amended by ""2005/88/EC.""",950 GC,113296,Sound
With Cooling Fan Speed At Maximum Value - Operator Sound Pressure Level (Iso 6396:2008),,73 dB(A),,73 dB(A),950 GC,113296,Sound
With Cooling Fan Speed At Maximum Value - Exterior Sound Power Level (Iso 6395:2008),,109 dB(A),,109 dB(A),950 GC,113296,Sound
With Cooling Fan Speed At Maximum Value - Exterior Sound Pressure Level (Sae J88:2013),,76 dB(A)*,,76 dB(A)*,950 GC,113296,Sound
With Cooling Fan Speed At 70% Of Maximum Value - Operator Sound Pressure Level (Iso 6396:2008)**,,73 dB(A),,73 dB(A),950 GC,113296,Sound
With Cooling Fan Speed At 70% Of Maximum Value - Exterior Sound Power Level (Iso 6395:2008)**,,107 LWA***,,107 LWA***,950 GC,113296,Sound
With Cooling Fan Speed At 70% Of Maximum Value - Operator Sound Pressure Level (Iso 6396:2008),,73 dB(A),,73 dB(A),950 GC,113296,Sound
With Cooling Fan Speed At Maximum Value  Note,,"Distance of 15 m (49.2 ft), moving forward in second gear ratio.",,"Distance of 15 m (49.2 ft), moving forward in second gear ratio.",950 GC,113296,Sound
With Cooling Fan Speed At 70% Of Maximum Value: Note (1),,For machines in European Union countries and in countries that adopt the EU Directives,,For machines in European Union countries and in countries that adopt the EU Directives,950 GC,113296,Sound
With Cooling Fan Speed At 70% Of Maximum Value: Note (2),,"European Union Directive ""2000/14/EC"" as amended by ""2005/88/EC.""",,"European Union Directive ""2000/14/EC"" as amended by ""2005/88/EC.""",950 GC,113296,Sound
Emissions,,Tier 4/Stage IV,,Tier 4/Stage IV,950 GC,113296,Engine - Tier 4 Final/Stage Iv
Tipping Load - Full Turn - Iso 14397-1*,lb,24264,kg,11006,950 GC,113296,Weights And Operating Specifications
Tipping Load - Full Turn - Rigid Tires**,lb,25875,kg,11736.8,950 GC,113296,Weights And Operating Specifications
Breakout Force,lb ft,34638,Nm,46962.9,950 GC,113296,Weights And Operating Specifications
Note (1),,"For 3.1 m3 (4.0 yd3) general purpose buckets with BOCE. Weight based on a machine configuration with MAXAM MS302 23.5R25 L3 radial tires, full fluids, operator, standard counterweight, cold start, roading fenders, Product Link, secondary steering, sound suppression.",,"For 3.1 m3 (4.0 yd3) general purpose buckets with BOCE. Weight based on a machine configuration with MAXAM MS302 23.5R25 L3 radial tires, full fluids, operator, standard counterweight, cold start, roading fenders, Product Link, secondary steering, sound suppression.",950 GC,113296,Weights And Operating Specifications
Note (2),,"*Full compliance to ISO (2007) 14397-1 Sections 1 thru 6, which requires 2% verification between calculations and testing.",,"*Full compliance to ISO (2007) 14397-1 Sections 1 thru 6, which requires 2% verification between calculations and testing.",950 GC,113296,Weights And Operating Specifications
Note (3),,**Compliance to ISO (2007) 14397-1 Sections 1 thru 5.,,**Compliance to ISO (2007) 14397-1 Sections 1 thru 5.,950 GC,113296,Weights And Operating Specifications
Displacement,cu in,568,L,9.4,966M (Tier 3/Stage IIIA),113297,Engine
Net Power - Iso 9249,hp,278,kw,207.4,966M (Tier 3/Stage IIIA),113297,Engine
Engine Model,,Cat C9.3 ACERT,,Cat C9.3 ACERT,966M (Tier 3/Stage IIIA),113297,Engine
"Peak Gross Torque - 1,200 Rpm - Sae J1995",lb ft,1180,Nm,1599.9,966M (Tier 3/Stage IIIA),113297,Engine
"Peak Gross Torque - 1,200 Rpm - Iso 14396",lb ft,1166,Nm,1580.9,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Net Power - 1,700 Rpm - Iso 9249",hp,278,kw,207.4,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Net Power - 1,700 Rpm - Iso 9249 - Metric",hp,281,kw,209.6,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Net Power - 1,700 Rpm - Sae J1349",hp,278,kw,207.4,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Net Power - 1,700 Rpm - Sae J1349 - Metric",hp,281,kw,209.6,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Net Torque - 1,000 Rpm",lb ft,1112,Nm,1507.7,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Gross Power - 1,800 Rpm - Sae J1995",hp,308,kw,229.7,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Gross Power - 1,800 Rpm - Sae J1995 - Metric",hp,313,kw,233.5,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Gross Power - 1,800 Rpm - Iso 14396",hp,304,kw,226.7,966M (Tier 3/Stage IIIA),113297,Engine
"Maximum Gross Power - 1,800 Rpm - Iso 14396 - Metric",hp,309,kw,230.5,966M (Tier 3/Stage IIIA),113297,Engine
Operating Weight,lb,51176,kg,23213.1,966M (Tier 3/Stage IIIA),113297,Operational
Forward - 1,mph,4,km/h,6.5,966M (Tier 3/Stage IIIA),113297,Transmission
Forward - 2,mph,8.1,km/h,13.1,966M (Tier 3/Stage IIIA),113297,Transmission
Forward - 3,mph,14.6,km/h,23.5,966M (Tier 3/Stage IIIA),113297,Transmission
Forward - 4,mph,24.5,km/h,39.5,966M (Tier 3/Stage IIIA),113297,Transmission
Note,,Maximum travel speed in standard vehicle with empty bucket and standard L3 tires with 826 mm (32.5 in) roll radius.,,Maximum travel speed in standard vehicle with empty bucket and standard L3 tires with 826 mm (32.5 in) roll radius.,966M (Tier 3/Stage IIIA),113297,Transmission
Reverse - 1,mph,4.4,km/h,7.1,966M (Tier 3/Stage IIIA),113297,Transmission
Reverse - 2,mph,8.9,km/h,14.4,966M (Tier 3/Stage IIIA),113297,Transmission
Reverse - 3,mph,16.1,km/h,26,966M (Tier 3/Stage IIIA),113297,Transmission
Reverse - 4,mph,24.5,km/h,39.5,966M (Tier 3/Stage IIIA),113297,Transmission
Operating Weight,lb,51176,kg,23213.1,966M (Tier 3/Stage IIIA),113297,Weights
Note,,"Weight based on a machine configuration with Michelin 26.5R25 XHA2 L3 radial tires, full fluids, operator, standard counterweight, cold start, roading fenders, Product Link, manual diff lock/open axles (front/rear), power train guard, secondary steering, sound suppression and a 4.2 m3 (5.5 yd3) general purpose bucket with BOCE.",,"Weight based on a machine configuration with Michelin 26.5R25 XHA2 L3 radial tires, full fluids, operator, standard counterweight, cold start, roading fenders, Product Link, manual diff lock/open axles (front/rear), power train guard, secondary steering, sound suppression and a 4.2 m3 (5.5 yd3) general purpose bucket with BOCE.",966M (Tier 3/Stage IIIA),113297,Weights
Hydraulic Cycle Time - Total,,10.1 s,,10.1 s,966M (Tier 3/Stage IIIA),113297,Hydraulic System
Implement System - Maximum Operating Pressure,,4496 psi,,4496 psi,966M (Tier 3/Stage IIIA),113297,Hydraulic System
Implement Pump Type,,Variable Displacement Piston,,Variable Displacement Piston,966M (Tier 3/Stage IIIA),113297,Hydraulic System
"Implement System - Maximum Pump Output At 2,200 Rpm",,95 gal/min,,95 gal/min,966M (Tier 3/Stage IIIA),113297,Hydraulic System
Note (1),,For a machine configuration as defined under ?Weight.?,,For a machine configuration as defined under ?Weight.?,966M (Tier 3/Stage IIIA),113297,Operating Specifications
Note (2),,"Full compliance to ISO 143971:2007 Sections 1 thru 6, which requires 2% verification between calculations and testing.",,"Full compliance to ISO 143971:2007 Sections 1 thru 6, which requires 2% verification between calculations and testing.",966M (Tier 3/Stage IIIA),113297,Operating Specifications
Breakout Force,lb,38984,kg,17682.9,966M (Tier 3/Stage IIIA),113297,Operating Specifications
Static Tipping Load - Full 37 Degrees Turn - With Tire Deflection,lb,32329,kg,14664.2,966M (Tier 3/Stage IIIA),113297,Operating Specifications
Static Tipping Load - Full 37 Degrees Turn - No Tire Deflection,lb,34873,kg,15818.2,966M (Tier 3/Stage IIIA),113297,Operating Specifications
Cooling System,gal,18.9,L,71.6,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Fuel Tank,gal,82.7,L,313.1,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Crankcase,gal,6.5,L,24.7,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Hydraulic Tank,gal,33,L,125,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Transmission,gal,15.5,L,58.7,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Differential - Final Drives - Front,gal,15.1,L,57.2,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Differential - Final Drives - Rear,gal,15.1,L,57.2,966M (Tier 3/Stage IIIA),113297,Service Refill Capacities
Note (1),,"*Distance of 15 m (49.2 ft), moving forward in second gear ratio.",,"*Distance of 15 m (49.2 ft), moving forward in second gear ratio.",966M (Tier 3/Stage IIIA),113297,Sound
Note (2),,**For machines in countries that adopt the ?EU Directives.?,,**For machines in countries that adopt the ?EU Directives.?,966M (Tier 3/Stage IIIA),113297,Sound
Note (3),,***European Union Directive ?2000/14/EC? as amended by ?2005/88/EC.?,,***European Union Directive ?2000/14/EC? as amended by ?2005/88/EC.?,966M (Tier 3/Stage IIIA),113297,Sound
With Cooling Fan Speed At Maximum Value - Operator Sound Pressure Level (Iso 6396:2008),,70 dB(A),,70 dB(A),966M (Tier 3/Stage IIIA),113297,Sound
With Cooling Fan Speed At Maximum Value - Exterior Sound Power Level (Iso 6395:2008),,109 dB(A),,109 dB(A),966M (Tier 3/Stage IIIA),113297,Sound
With Cooling Fan Speed At Maximum Value - Exterior Sound Pressure Level (Sae J88:2013),,76 dB(A)*,,76 dB(A)*,966M (Tier 3/Stage IIIA),113297,Sound
With Cooling Fan Speed At 70% Of Maximum Value - Operator Sound Pressure Level (Iso 6396:2008)**,,69 dB(A),,69 dB(A),966M (Tier 3/Stage IIIA),113297,Sound
With Cooling Fan Speed At 70% Of Maximum Value - Exterior Sound Power Level (Iso 6395:2008)**,,108 Lwa***,,108 Lwa***,966M (Tier 3/Stage IIIA),113297,Sound
Bucket Capacities,,2.5-9.2 m? (3.25-12.0 yd?),,2.5-9.2 m? (3.25-12.0 yd?),966M (Tier 3/Stage IIIA),113297,Bucket Capacities
Net Power,hp,541,kw,403.5,988K Block Handler Arrangement,113263,Engine
Rated Speed,rpm,1700,rpm,1700,988K Block Handler Arrangement,113263,Engine
Displacement,cu in,1105,L,18.2,988K Block Handler Arrangement,113263,Engine
Torque Rise,%,58,%,58,988K Block Handler Arrangement,113263,Engine
Bore,in,5.7,mm,144.8,988K Block Handler Arrangement,113263,Engine
Stroke,in,7.2,mm,182.9,988K Block Handler Arrangement,113263,Engine
Emissions,,"U.S. EPA Tier 4 Final/EU Stage IV, Tier 2 Equivalent",,"U.S. EPA Tier 4 Final/EU Stage IV, Tier 2 Equivalent",988K Block Handler Arrangement,113263,Engine
Net Power - Sae J1349,hp,541,kw,403.5,988K Block Handler Arrangement,113263,Engine
Engine Model,,Cat C18 ACERT,,Cat C18 ACERT,988K Block Handler Arrangement,113263,Engine
"Peak Torque - 1,200 Rpm",lb ft,2104,Nm,2852.7,988K Block Handler Arrangement,113263,Engine
Gross - Iso 14396,hp,580,kw,432.6,988K Block Handler Arrangement,113263,Engine
Peak Power Speed,,1500 r/min,,1500 r/min,988K Block Handler Arrangement,113263,Engine
Peak Power Speed - Gross - Iso 14396,hp,580,kw,432.6,988K Block Handler Arrangement,113263,Engine
Peak Power Speed - Gross - Sae J1995,hp,588,kw,438.5,988K Block Handler Arrangement,113263,Engine
Peak Power Speed - Net Power - Sae J1349,hp,541,kw,403.5,988K Block Handler Arrangement,113263,Engine
Operating Weight,lb,135602,kg,61508.1,988K Block Handler Arrangement,113263,Operational
Transmission Type,,Cat planetary power shift,,Cat planetary power shift,988K Block Handler Arrangement,113263,Transmission
Forward - 1,mph,3.6,km/h,5.8,988K Block Handler Arrangement,113263,Transmission
Forward - 2,mph,4.5,km/h,7.3,988K Block Handler Arrangement,113263,Transmission
Forward - 3,mph,11.4,km/h,18.4,988K Block Handler Arrangement,113263,Transmission
Forward - 4,mph,19,km/h,30.6,988K Block Handler Arrangement,113263,Transmission
Reverse - 1,mph,4.1,km/h,6.6,988K Block Handler Arrangement,113263,Transmission
Reverse - 2,mph,7.3,km/h,11.8,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Forward 3,mph,11.9,km/h,19.2,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Reverse 3,mph,13.7,km/h,22.1,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Forward 4,mph,21,km/h,33.8,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Forward 2,mph,6.7,km/h,10.8,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Reverse 2,mph,7.7,km/h,12.4,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Forward 1,,Lock-up disabled,,Lock-up disabled,988K Block Handler Arrangement,113263,Transmission
Direct Drive - Reverse 1,mph,4.3,km/h,7,988K Block Handler Arrangement,113263,Transmission
Reverse - 3,mph,13,km/h,21,988K Block Handler Arrangement,113263,Transmission
Front,,Fixed,,Fixed,988K Block Handler Arrangement,113263,Axles
Rear,,Trunnion,,Trunnion,988K Block Handler Arrangement,113263,Axles
Oscillation Angle,,13  degrees,,13  degrees,988K Block Handler Arrangement,113263,Axles
Brakes,,"SAE J1473 OCT90, ISO 3450:1992",,"SAE J1473 OCT90, ISO 3450:1992",988K Block Handler Arrangement,113263,Brakes
Cooling System,gal,31.7,L,120,988K Block Handler Arrangement,113263,Service Refill Capacities
Fuel Tank,gal,188.1,L,712.1,988K Block Handler Arrangement,113263,Service Refill Capacities
Crankcase,gal,15.9,L,60.2,988K Block Handler Arrangement,113263,Service Refill Capacities
Diesel Exhaust Fluid Tank,gal,8.7,L,33,988K Block Handler Arrangement,113263,Service Refill Capacities
Transmission,gal,31.7,L,120,988K Block Handler Arrangement,113263,Service Refill Capacities
Differential - Final Drives - Front,gal,49.1,L,185.9,988K Block Handler Arrangement,113263,Service Refill Capacities
Differential - Final Drives - Rear,gal,49.1,L,185.9,988K Block Handler Arrangement,113263,Service Refill Capacities
Hydraulic System Factory Fill,gal,125.5,L,475.1,988K Block Handler Arrangement,113263,Service Refill Capacities
Hydraulic System - Tank Only,gal,63.4,L,240,988K Block Handler Arrangement,113263,Service Refill Capacities
Raise,,8 s,,8 s,988K Block Handler Arrangement,113263,Hydraulic Cycle Times
Dump,,2.2 s,,2.2 s,988K Block Handler Arrangement,113263,Hydraulic Cycle Times
Lower Float Down,,3.5 s,,3.5 s,988K Block Handler Arrangement,113263,Hydraulic Cycle Times
Rack Back,,4.5 s,,4.5 s,988K Block Handler Arrangement,113263,Hydraulic Cycle Times
Total Hydraulic Cycle Time - Empty Bucket,,18.2 s,,18.2 s,988K Block Handler Arrangement,113263,Hydraulic Cycle Times
Lift/Tilt System - Circuit,,"Pilot operated - EH control, flow sharing",,"Pilot operated - EH control, flow sharing",988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
Relief Valve Setting - Lift/Tilt,,4757 psi,,4757 psi,988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
"Cylinders, Double Acting - Lift, Bore And Stroke",,235 mm  976 mm (9.3 in  38.4 in),,235 mm  976 mm (9.3 in  38.4 in),988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
"Cylinders, Double Acting - Tilt, Bore And Stroke",,291 mm  671 mm (11.5 in  26.4 in),,291 mm  671 mm (11.5 in  26.4 in),988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
Pilot System,,Variable displacement piston,,Variable displacement piston,988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
Lift/Tilt System,,Variable displacement piston,,Variable displacement piston,988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
Relief Valve Setting,,551 psi,,551 psi,988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
"Maximum Flow At 1,400-1,860 Rpm",,153 gal/min,,153 gal/min,988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
"Maximum Flow At 1,700 Rpm",,13.7 gal/min,,13.7 gal/min,988K Block Handler Arrangement,113263,Hydraulic System - Lift/Tilt
Steering System - Circuit,,"Pilot, load sensing",,"Pilot, load sensing",988K Block Handler Arrangement,113263,Hydraulic System - Steering
Steering System - Pump,,"Piston, variable displacement",,"Piston, variable displacement",988K Block Handler Arrangement,113263,Hydraulic System - Steering
Total Steering Angle,degrees,86,degrees,86,988K Block Handler Arrangement,113263,Hydraulic System - Steering
Relief Valve Setting - Steering,,4641 psi,,4641 psi,988K Block Handler Arrangement,113263,Hydraulic System - Steering
Steering Cycle Times - Low Idle,,5.6 s,,5.6 s,988K Block Handler Arrangement,113263,Hydraulic System - Steering
Steering Cycle Times - High Idle,,3.4 s,,3.4 s,988K Block Handler Arrangement,113263,Hydraulic System - Steering
Maximum Flow,,74 gal/min,,74 gal/min,988K Block Handler Arrangement,113263,Hydraulic System - Steering
Interior Sound Level,,71 dB(A),,71 dB(A),988K Block Handler Arrangement,113263,Sound Performance - Standard
Exterior Sound Level,,111 dB(A),,111 dB(A),988K Block Handler Arrangement,113263,Sound Performance - Standard
Interior Sound Level,,70 dB(A),,70 dB(A),988K Block Handler Arrangement,113263,Sound Performance - Suppression
Exterior Sound Level,,109 dB(A),,109 dB(A),988K Block Handler Arrangement,113263,Sound Performance - Suppression
Net Power,hp,627,kw,467.6,990H Millyard Arrangement,113264,Engine
Gross Power,hp,687,kw,512.3,990H Millyard Arrangement,113264,Engine
Displacement,cu in,1666,L,27.4,990H Millyard Arrangement,113264,Engine
Bore,in,5.4,mm,137.2,990H Millyard Arrangement,113264,Engine
Stroke,in,6,mm,152.4,990H Millyard Arrangement,113264,Engine
