subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Rops/Fops,"ROPS meets criteria SAE J395, SAE 1040 MAY 94, ISO 3471-1994/FOPS meets ISO 3449-1992 Level II","ROPS meets criteria SAE J395, SAE 1040 MAY 94, ISO 3471-1994/FOPS meets ISO 3449-1992 Level II",,,D6R Series III,113597,Standards
Cab,Meets appropriate standards as listed below.,Meets appropriate standards as listed below.,,,D6R Series III,113597,Standards
Pressure Setting,6092 psi,6092 psi,,,D6R Series III,113597,Hydraulic Controls - Main Relief Valve
Bulldozer,2799 psi,2799 psi,,,D6R Series III,113597,Hydraulic Controls - Maximum Operating Pressure
Tilt Cylinder,2799 psi,2799 psi,,,D6R Series III,113597,Hydraulic Controls - Maximum Operating Pressure
Ripper - Pitch,2799 psi,2799 psi,,,D6R Series III,113597,Hydraulic Controls - Maximum Operating Pressure
Ripper - Lift,2799 psi,2799 psi,,,D6R Series III,113597,Hydraulic Controls - Maximum Operating Pressure
Steering,5802 psi,5802 psi,,,D6R Series III,113597,Hydraulic Controls - Maximum Operating Pressure
Bulldozer - Tilt,2799 psi,2799 psi,,,D6R Series III,113597,Hydraulic Controls - Maximum Operating Pressure
Lift Cylinder Flow,50.2 gal/min,50.2 gal/min,,,D6R Series III,113597,Hydraulic Controls - Pump
Ripper Cylinder Flow,42.3 gal/min,42.3 gal/min,,,D6R Series III,113597,Hydraulic Controls - Pump
Tilt Cylinder Flow,21.1 gal/min,21.1 gal/min,,,D6R Series III,113597,Hydraulic Controls - Pump
Pump Capacity,1001 psi,1001 psi,,,D6R Series III,113597,Hydraulic Controls - Pump
Rpm At Rated Engine Speed,2125,2125,rpm,rpm,D6R Series III,113597,Hydraulic Controls - Pump
Pump Output,57.3 gal/min,57.3 gal/min,,,D6R Series III,113597,Hydraulic Controls - Pump
Flange Diameter,19.8,503,in,mm,D6R Series III,113597,Winch
Oil Capacity,17.8,67.4,gal,L,D6R Series III,113597,Winch
Winch Model,PA 56,PA 56,,,D6R Series III,113597,Winch
Winch And Bracket Length,47.6,1209.1,in,mm,D6R Series III,113597,Winch
Drum Capacity - 22 Mm (0.88 In),290,88.4,ft in,m,D6R Series III,113597,Winch
Drum Diameter,10,254,in,mm,D6R Series III,113597,Winch
Drum Width,13,330.2,in,mm,D6R Series III,113597,Winch
Winch Case - Width,38.4,975.4,in,mm,D6R Series III,113597,Winch
Weight*,2600,1179.4,lb,kg,D6R Series III,113597,Winch
Increased Tractor Length - Std,20.4,518.2,in,mm,D6R Series III,113597,Winch
Increased Tractor Length - Lgp,15.6,396.3,in,mm,D6R Series III,113597,Winch
Drum Capacity - 29 Mm (1.13 In),220,67.1,ft in,m,D6R Series III,113597,Winch
Ferrule Size (O.D.  Length),54 x 67 mm      2.10 x 2.63 in,54 x 67 mm      2.10 x 2.63 in,,,D6R Series III,113597,Winch
Increased Tractor Length - Xl/Xw,20.4,518.2,in,mm,D6R Series III,113597,Winch
Drum Capacity - 25 Mm (1.0 In),220,67.1,ft in,m,D6R Series III,113597,Winch
Winch Case - Length,47.6,1209.1,in,mm,D6R Series III,113597,Winch
Gross Power,228,170.1,hp,kw,D6R Series III,113597,Engine - Xl/Xw/Lgp
Net Power - Caterpillar,200,149.2,hp,kw,D6R Series III,113597,Engine - Xl/Xw/Lgp
Net Power - Iso 9249,200,149.2,hp,kw,D6R Series III,113597,Engine - Xl/Xw/Lgp
Net Power - Eu 80/1269,200,149.2,hp,kw,D6R Series III,113597,Engine - Xl/Xw/Lgp
Net Power - Sae J1349,198,147.7,hp,kw,D6R Series III,113597,Engine - Xl/Xw/Lgp
Bore,4.4,111.8,in,mm,D6R Series III,113597,Engine - Xl/Xw/Lgp
Stroke,5.9,149.9,in,mm,D6R Series III,113597,Engine - Xl/Xw/Lgp
Displacement,537,8.8,cu in,L,D6R Series III,113597,Engine - Xl/Xw/Lgp
Net Power - Din 70020,207 PS,207 PS,,,D6R Series III,113597,Engine - Xl/Xw/Lgp
Engine Model,Cat C9 ACERT,Cat C9 ACERT,,,D6R Series III,113597,Engine - Xl/Xw/Lgp
Beam Cross Section,343 x 279 mm 13.5 x 11 in,343 x 279 mm 13.5 x 11 in,,,D7R Series 2,113598,Ripper
Number Of Pockets,3,3,,,D7R Series 2,113598,Ripper
Ripper Type,Adjustable Parallelogram,Adjustable Parallelogram,,,D7R Series 2,113598,Ripper
Overall Beam Width,87,2209.8,in,mm,D7R Series 2,113598,Ripper
Weight - Each Additional Shank,330,149.7,lb,kg,D7R Series 2,113598,Ripper
Maximum Penetration,29.4,746.8,in,mm,D7R Series 2,113598,Ripper
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",29.8,757,in,mm,D7R Series 2,113598,Ripper
Pry-Out Force,38513,17469.3,lb,kg,D7R Series 2,113598,Ripper
Weight - With One Shank,7431,3370.7,lb,kg,D7R Series 2,113598,Ripper
Maximum Penetration Force,19100,8663.7,lb,kg,D7R Series 2,113598,Ripper
Gross Power,258,192.4,hp,kw,D7R Series 2,113598,Engine
Displacement,629,10.4,cu in,L,D7R Series 2,113598,Engine
Bore,4.9,124.5,in,mm,D7R Series 2,113598,Engine
Stroke,5.5,139.7,in,mm,D7R Series 2,113598,Engine
Net Power - Iso 9249,240,179,hp,kw,D7R Series 2,113598,Engine
Net Power - Sae J1349,238,177.5,hp,kw,D7R Series 2,113598,Engine
Engine Model,Cat 3176C,Cat 3176C,,,D7R Series 2,113598,Engine
Flywheel Power,240,179,hp,kw,D7R Series 2,113598,Engine
Gross Power - Iso 14396,253,188.7,hp,kw,D7R Series 2,113598,Engine
Net Power - Din 70020,248 PS,248 PS,,,D7R Series 2,113598,Engine
Net Power - Caterpillar,240,179,hp,kw,D7R Series 2,113598,Engine
Maximum Flywheel Power,258,192.4,hp,kw,D7R Series 2,113598,Engine
Net Power - Eu 80/1269,240,179,hp,kw,D7R Series 2,113598,Engine
Operating Weight,55786,25304.2,lb,kg,D7R Series 2,113598,Operational
1.0 Forward,2.2,3.6,mph,km/h,D7R Series 2,113598,Transmission
2.0 Forward,3.8,6.1,mph,km/h,D7R Series 2,113598,Transmission
3.0 Forward,6.6,10.6,mph,km/h,D7R Series 2,113598,Transmission
1.0 Reverse,2.9,4.6,mph,km/h,D7R Series 2,113598,Transmission
2.0 Reverse,4.9,7.9,mph,km/h,D7R Series 2,113598,Transmission
3.0 Reverse,8.5,13.6,mph,km/h,D7R Series 2,113598,Transmission
Shipping Weight,45479,20629,lb,kg,D7R Series 2,113598,Weights
Operating Weight - Lgp,60503,27443.8,lb,kg,D7R Series 2,113598,Weights
Shipping Weight - Lgp,50094,22722.3,lb,kg,D7R Series 2,113598,Weights
Operating Weight - Xr,57056,25880.2,lb,kg,D7R Series 2,113598,Weights
Shipping Weight - Xr,46752,21206.4,lb,kg,D7R Series 2,113598,Weights
Cooling System,20.4,77.3,gal,L,D7R Series 2,113598,Service Refill Capacities
Fuel Tank,126.5,478.9,gal,L,D7R Series 2,113598,Service Refill Capacities
Final Drive - Each,3.4,12.9,gal,L,D7R Series 2,113598,Service Refill Capacities
Engine Crankcase,8.2,31.1,gal,L,D7R Series 2,113598,Service Refill Capacities
Power Train,47,178,gal,L,D7R Series 2,113598,Service Refill Capacities
Pivot Shaft Compartment,0.5,1.9,gal,L,D7R Series 2,113598,Service Refill Capacities
Roller Frames - Each,6.5,24.7,gal,L,D7R Series 2,113598,Service Refill Capacities
Attachment Hydraulic System Tank Only,14.3,54.2,gal,L,D7R Series 2,113598,Service Refill Capacities
Pressure Setting - Differential Steering Models,6092 psi,6092 psi,,,D7R Series 2,113598,Hydraulic Controls - Main Relief Valve
Bulldozer,3307 psi,3307 psi,,,D7R Series 2,113598,Hydraulic Controls - Maximum Operating Pressure
Tilt Cylinder,2498 psi,2498 psi,,,D7R Series 2,113598,Hydraulic Controls - Maximum Operating Pressure
Ripper - Pitch,3300 psi,3300 psi,,,D7R Series 2,113598,Hydraulic Controls - Maximum Operating Pressure
Ripper - Lift,3300 psi,3300 psi,,,D7R Series 2,113598,Hydraulic Controls - Maximum Operating Pressure
Steering,5511 psi,5511 psi,,,D7R Series 2,113598,Hydraulic Controls - Maximum Operating Pressure
Lift Cylinder Flow,47.6 gal/min,47.6 gal/min,,,D7R Series 2,113598,Hydraulic Controls - Pump
Ripper Cylinder Flow,47.6 gal/min,47.6 gal/min,,,D7R Series 2,113598,Hydraulic Controls - Pump
Tilt Cylinder Flow,21.1 gal/min,21.1 gal/min,,,D7R Series 2,113598,Hydraulic Controls - Pump
Pump Capacity,1015 psi,1015 psi,,,D7R Series 2,113598,Hydraulic Controls - Pump
Rpm At Rated Engine Speed,2231,2231,rpm,rpm,D7R Series 2,113598,Hydraulic Controls - Pump
Pump Output - Differential Steering,77.9 gal/min,77.9 gal/min,,,D7R Series 2,113598,Hydraulic Controls - Pump
Flange Diameter,24,609.6,in,mm,D7R Series 2,113598,Winch
Oil Capacity,4,15.2,gal,L,D7R Series 2,113598,Winch
Winch Model,PA110VS Variable Speed,PA110VS Variable Speed,,,D7R Series 2,113598,Winch
Winch And Bracket Length,57.5,1460.5,in,mm,D7R Series 2,113598,Winch
Drum Diameter,12.5,317.5,in,mm,D7R Series 2,113598,Winch
Drum Width,13.3,337.9,in,mm,D7R Series 2,113598,Winch
Winch Case - Width,46.1,1171,in,mm,D7R Series 2,113598,Winch
Weight*,4176,1894.3,lb,kg,D7R Series 2,113598,Winch
Increased Tractor Length - Std,29.2,741.7,in,mm,D7R Series 2,113598,Winch
Increased Tractor Length - Lgp,29.2,741.7,in,mm,D7R Series 2,113598,Winch
Drum Capacity - 29 Mm (1.13 In),276,84.2,ft in,m,D7R Series 2,113598,Winch
Ferrule Size (O.D.  Length),2.38 in x 2.56 in /   60 mm x 65 mm,2.38 in x 2.56 in /   60 mm x 65 mm,,,D7R Series 2,113598,Winch
Increased Tractor Length - Xr,23.1,586.8,in,mm,D7R Series 2,113598,Winch
Drum Capacity - 24 Mm (1 In),418,127.5,ft in,m,D7R Series 2,113598,Winch
Drum Capacity - 32 Mm (1.25 In),193,58.9,ft in,m,D7R Series 2,113598,Winch
Ripper Type,Parallelogram,Parallelogram,,,D5K,113666,Ripper
Number Of Shanks,3,3,,,D5K,113666,Ripper
Maximum Digging Depth,13.3,337.9,in,mm,D5K,113666,Ripper
Maximum Reach - Ground Line,21.9,556.3,in,mm,D5K,113666,Ripper
Maximum Ground Clearance Under Tip,17.6,447.1,in,mm,D5K,113666,Ripper
Overall Width,67.3,1709.5,in,mm,D5K,113666,Ripper
Height,6.5,165.1,in,mm,D5K,113666,Ripper
Weight,1222,554.3,lb,kg,D5K,113666,Ripper
Displacement,269,4.5,cu in,L,D5K,113666,Engine
Bore,4.2,105,in,mm,D5K,113666,Engine
Stroke,5,127,in,mm,D5K,113666,Engine
Engine Model,CAT C4.4 ACERT,CAT C4.4 ACERT,,,D5K,113666,Engine
Eec 80/1269,96,71.6,hp,kw,D5K,113666,Engine
Sae J1349,96,71.6,hp,kw,D5K,113666,Engine
Iso 9249,96,71.6,hp,kw,D5K,113666,Engine
Power - Gross,100,74.6,hp,kw,D5K,113666,Engine
Power - Net,96,71.6,hp,kw,D5K,113666,Engine
Caterpillar,96,71.6,hp,kw,D5K,113666,Engine
Drive Pumps,2,2,,,D5K,113666,Transmission
Track Motors,2,2,,,D5K,113666,Transmission
Relief Valve Settings,6911 psi,6911 psi,,,D5K,113666,Transmission
Maximum Travel Speed - Forward,5.6,9.1,mph,km/h,D5K,113666,Transmission
Maximum Travel Speed - Reverse,6.2,10,mph,km/h,D5K,113666,Transmission
Operating Weight - Lgp,21347,9682.9,lb,kg,D5K,113666,Weights
Operating Weight - Xl,20741,9408,lb,kg,D5K,113666,Weights
Blade Width - Xl,109.5,2781.3,in,mm,D5K,113666,Blade
Blade Width - Intermediate,115,2921,in,mm,D5K,113666,Blade
Blade Width - Lgp,126.7,3218.2,in,mm,D5K,113666,Blade
Blade Height - Xl,42.2,1071.9,in,mm,D5K,113666,Blade
Blade Height - Intermediate,39.8,1011,in,mm,D5K,113666,Blade
Blade Height - Lgp,39.8,1011,in,mm,D5K,113666,Blade
Blade Capacity - Xl,2.9,2.2,yd3,m3,D5K,113666,Blade
Blade Capacity - Intermediate,2.8,2.1,yd3,m3,D5K,113666,Blade
Blade Capacity - Lgp,3.1,2.4,yd3,m3,D5K,113666,Blade
Digging Depth - Xl,23.1,586.8,in,mm,D5K,113666,Blade
Digging Depth - Intermediate,22.5,571.5,in,mm,D5K,113666,Blade
Digging Depth - Lgp,22.5,571.5,in,mm,D5K,113666,Blade
Cooling System,6,22.5,gal,L,D5K,113666,Service Refill Capacities
Fuel Tank,51.5,195,gal,L,D5K,113666,Service Refill Capacities
Final Drive - Each - Lgp,2.6,9.9,gal,L,D5K,113666,Service Refill Capacities
Final Drive - Each - Xl,2.6,9.9,gal,L,D5K,113666,Service Refill Capacities
Crankcase - With Filter,3,11.1,gal,L,D5K,113666,Service Refill Capacities
Transmission - Hydraulic Tank,15.7,59.5,gal,L,D5K,113666,Service Refill Capacities
Rops,"SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95","SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95",,,D5K,113666,Standards
Fops,"SAE J231-JAN81, ISO 3449-92","SAE J231-JAN81, ISO 3449-92",,,D5K,113666,Standards
Pump Output,19.4 gal/min,19.4 gal/min,,,D5K,113666,Hydraulic Controls
Relief Valve Setting,2988 psi,2988 psi,,,D5K,113666,Hydraulic Controls
Winch Drive,Hydrostatic,Hydrostatic,,,D5K,113666,Winch
Control,Hydraulic,Hydraulic,,,D5K,113666,Winch
Overall Width,29.2,741.7,in,mm,D5K,113666,Winch
Drum Diameter,10,254,in,mm,D5K,113666,Winch
Drum Width,10.8,274.4,in,mm,D5K,113666,Winch
Rope Diameter - Recommended,0.7,16.1,in,mm,D5K,113666,Winch
Weight,1345,610.1,lb,kg,D5K,113666,Winch
Rope Diameter - Optional,0.8,19.1,in,mm,D5K,113666,Winch
Speed,Variable,Variable,,,D5K,113666,Winch
Winch Length,27.8,705.2,in,mm,D5K,113666,Winch
Throat Clearance,6.8,171.5,in,mm,D5K,113666,Winch
Drum Capacity - Recommended Cable,371,113.1,ft in,m,D5K,113666,Winch
Drum Capacity - Optional Cable,256,78.1,ft in,m,D5K,113666,Winch
Maximum Line Pull - Bare Drum,40000,18143.7,lb,kg,D5K,113666,Winch
Maximum Line Pull - Full Drum,25000,11339.9,lb,kg,D5K,113666,Winch
Maximum Line Speed - Bare Drum,131 ft/min,131 ft/min,,,D5K,113666,Winch
Maximum Line Speed - Full Drum,207 ft/min,207 ft/min,,,D5K,113666,Winch
Displacement,305,5,cu in,L,D3C XL Series III Hystat,113667,Engine
Engine Model,Cat 3046,Cat 3046,,,D3C XL Series III Hystat,113667,Engine
Power - Gross,78,58.2,hp,kw,D3C XL Series III Hystat,113667,Engine
Power - Net,70,52.2,hp,kw,D3C XL Series III Hystat,113667,Engine
Operating Weight - Xl,16103,7304.2,lb,kg,D3C XL Series III Hystat,113667,Weights
Dig Depth - Vpat Blade,17,431.8,in,mm,D3C XL Series III Hystat,113667,Operating Specifications
Lift Height - Vpat Blade,30,762,in,mm,D3C XL Series III Hystat,113667,Operating Specifications
Maximum Tilt - Vpat Blade,14,355.6,in,mm,D3C XL Series III Hystat,113667,Operating Specifications
Maximum Angle - Vpat Blade,25,25,degrees,degrees,D3C XL Series III Hystat,113667,Operating Specifications
Displacement,567,9.3,cu in,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Bore,4.5,114.3,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Stroke,5.9,149.9,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Net Power - Iso 9249,235,175.3,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Net Power - Sae J1349,235,175.3,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Gross Power - Sae J1995,259,193.2,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Engine Model,Cat C9.3 ACERT,Cat C9.3 ACERT,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Flywheel Power,235,175.3,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Gross Power - Iso 14396,256,190.9,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Net Power - Iso 9249 (Din),238,177.5,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Global Emissions,U.S. EPA Tier 4 Interim/EU Stage IIIB/Japan MLIT Step 4,U.S. EPA Tier 4 Interim/EU Stage IIIB/Japan MLIT Step 4,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Gross Power - Iso 14396 (Din),260,193.9,hp,kw,D7E WH (Tier 4 Interim/Stage IIIB),113576,Engine
Drive Train Type,Electric Drive,Electric Drive,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Drive Train
Ac Compressor Nominal Input Voltage,320 V,320 V,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Drive Train
Ac Compressor Maximum Input Current,12 A,12 A,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Drive Train
Electric Water Pump System Nominal Input Voltage,320 V,320 V,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Drive Train
Electric Water Pump System Nominal Input Current,5 A,5 A,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Drive Train
Ac Generator And Propulsion Module Voltage,480 V,480 V,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Drive Train
Operating Weight,68600,31116.5,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Operational
Operating Weight - Lgp Wha,68600,31116.5,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Weights
Shipping Weight - Lgp Wha,58900,26716.6,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Weights
Cooling System,22.5,85.2,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Service Refill Capacities
Fuel Tank,108,408.9,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Service Refill Capacities
Engine Crankcase,8,30.3,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Service Refill Capacities
Power Train,16,60.6,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Service Refill Capacities
Pivot Shaft Compartment,1.8,6.9,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Service Refill Capacities
Final Drive - Each - Lgp,9,34.1,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Service Refill Capacities
Brakes,ISO 10265 2008,ISO 10265 2008,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Standards
Rops/Fops,"ROPS meets criteria ISO 3471:1994, 2008; FOPS meets ISO 3449:1992, 2005 Level II","ROPS meets criteria ISO 3471:1994, 2008; FOPS meets ISO 3449:1992, 2005 Level II",,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Standards
Cab,ANSI/SAE J1166 OCT 98,ANSI/SAE J1166 OCT 98,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Standards
Pressure Setting - Steering,4000 psi,4000 psi,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Main Relief Valve
Bulldozer,4000 psi,4000 psi,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Maximum Operating Pressure
Tilt Cylinder,4000 psi,4000 psi,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Maximum Operating Pressure
Ripper - Pitch,4000 psi,4000 psi,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Maximum Operating Pressure
Ripper - Lift,4000 psi,4000 psi,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Maximum Operating Pressure
Steering,5950 psi,5950 psi,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Maximum Operating Pressure
Lift Cylinder Flow,42 gal/min,42 gal/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Ripper Cylinder Flow,42 gal/min,42 gal/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Pump Output - Steering,82.4 gal/min,82.4 gal/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Pump Output - Implement,52.8 gal/min,52.8 gal/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Pump Type,"Piston, Variable Displacement","Piston, Variable Displacement",,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Tilt Cylinder Flow - Head End Flow,24.6 gal/min,24.6 gal/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Tilt Cylinder Flow - Rod End Flow,17.4 gal/min,17.4 gal/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Hydraulic Controls - Pump
Maximum Penetration Force,19639,8908.2,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Pry-Out Force,52695,23902.1,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Overall Beam Width,82.2,2087.9,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Beam Cross Section,14,355.6,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Weight - With One Shank,3572,1620.3,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Weight - Each Additional Shank,330,149.7,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Ramp Angle,26,26,degrees,degrees,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Pocket Spacing,35.4,899.2,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Shank Gauge,70.9,1800.9,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Shank Section,72 mm  228 mm (2.8 in  9.0 in),72 mm  228 mm (2.8 in  9.0 in),,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Rippers Type,Multi-Shank,Multi-Shank,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Number Of Pockets,3,3,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
"Maximum Clearance Raised - Under Tip, Pinned In Bottom Hole",23.1,586.8,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Maximum Penetration,25.6,650.3,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Rippers
Weight*,3350,1519.6,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Drum Capacity - 24 Mm (1 In),203,61.9,ft in,m,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Drum Capacity - 29 Mm (1.13 In),185,56.4,ft in,m,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Oil Capacity,3.2,12.2,gal,L,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Winch Model,PA90,PA90,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Increased Tractor Length - Lgp,93.9,2385.1,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Drum Diameter,12.5,317.5,in,mm,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Winch Drive,Hydraulic,Hydraulic,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Maximum Bare Drum - Line Pull,90000,40823.4,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Maximum Full Drum - Line Pull,57000,25854.8,lb,kg,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Maximum Bare Drum - Line Speed,70 ft/min,70 ft/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Maximum Full Drum - Line Speed,116 ft/min,116 ft/min,,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Note,"*Basic winch weight, mounting arrangement, hydraulic and electrical system weight.","*Basic winch weight, mounting arrangement, hydraulic and electrical system weight.",,,D7E WH (Tier 4 Interim/Stage IIIB),113576,Winches
Displacement,567.5,9.3,cu in,L,D6T WH (New),113577,Engine
Emissions,U.S. EPA Tier 4 Final/EU Stage IV/Korea Tier 4 Final,U.S. EPA Tier 4 Final/EU Stage IV/Korea Tier 4 Final,,,D6T WH (New),113577,Engine
Engine Model,Cat C9.3 ACERT,Cat C9.3 ACERT,,,D6T WH (New),113577,Engine
Flywheel Power,245,182.7,hp,kw,D6T WH (New),113577,Engine
Note (1),"All non-road Tier 4 Interim and Final, Stage IIIB and IV, and Korea Tier 4 diesel engines are required to use only Ultra Low Sulfur Diesel (ULSD) fuels containing 15 ppm EPA/10 ppm EU (mg/kg) sulfur or less. Biodiesel blends up to B20 (20% blend by volume) are acceptable when blended with ULSD (15 ppm [mg/kg] sulfur or less). B20 should meet ASTM D7467 specification (biodiesel blend stock should meet Cat biodiesel spec, ASTM D6751 or EN 14214). Cat DEO-ULS or oils that meet the Cat ECF-3, API CJ-4, and ACEA E9 specification are required. Consult your OMM for further machine specific fuel recommendations.","All non-road Tier 4 Interim and Final, Stage IIIB and IV, and Korea Tier 4 diesel engines are required to use only Ultra Low Sulfur Diesel (ULSD) fuels containing 15 ppm EPA/10 ppm EU (mg/kg) sulfur or less. Biodiesel blends up to B20 (20% blend by volume) are acceptable when blended with ULSD (15 ppm [mg/kg] sulfur or less). B20 should meet ASTM D7467 specification (biodiesel blend stock should meet Cat biodiesel spec, ASTM D6751 or EN 14214). Cat DEO-ULS or oils that meet the Cat ECF-3, API CJ-4, and ACEA E9 specification are required. Consult your OMM for further machine specific fuel recommendations.",,,D6T WH (New),113577,Engine
